state,positive_cases,total_tests,percentage_positive
NV,83347.0,1074720.0,7.755229269018907
NY,468268.0,11501629.0,4.071318940995228
OH,162723.0,3458869.0,4.704514683846078
OK,94352.0,1290623.0,7.310577914697011
OR,35634.0,1151507.0,3.0945534851286185
PA,166552.0,2134094.0,7.804342264211417
PR,25658.0,331630.0,7.736935741639779
RI,25776.0,838482.0,3.0741268148869025
SC,153705.0,1410596.0,10.896457951107191
SD,25906.0,208780.0,12.408276654851997
TN,207455.0,3062543.0,6.773945704599087
TX,777556.0,6941652.0,11.20131058140051
UT,80446.0,1129819.0,7.120255545357265
VA,153691.0,2170313.0,7.0815131273691865
VI,1321.0,21594.0,6.117440029637863
VT,1832.0,307410.0,0.5959467811717251
WA,93759.0,1961067.0,4.781019720386912
WI,146193.0,2538419.0,5.759214692294693
WV,17139.0,603345.0,2.8406633020908436
WY,6899.0,202703.0,3.40350167486421
AK,8790.0,479374.0,1.8336413739585375
AL,160477.0,1172847.0,13.682688364296453
AR,88071.0,1087671.0,8.097209542223705
AS,0.0,1616.0,0.0
AZ,221934.0,2297490.0,9.65984617996161
CA,828461.0,15430421.0,5.3690109945801225
CO,74191.0,1459332.0,5.083901401463136
CT,59241.0,1744434.0,3.39600122446593
DC,15652.0,410029.0,3.8172909721019734
DE,21466.0,452026.0,4.748841880776769
FL,711358.0,8350705.0,8.518538255153308
GA,324650.0,3044792.0,10.66246889771124
GU,2814.0,53012.0,5.308232098392817
HI,13041.0,433154.0,3.010707508184156
IA,89934.0,790843.0,11.371915791124154
ID,44422.0,319945.0,13.884261357420808
IL,307750.0,5977208.0,5.148724956534891
IN,126946.0,2258611.0,5.620534036184186
KS,62708.0,541106.0,11.588856896800257
KY,74194.0,1465910.0,5.06129298524466
LA,170469.0,2403780.0,7.091705563737113
MA,135957.0,4416428.0,3.078438049935378
MD,128204.0,2752546.0,4.657651497922287
ME,5565.0,469220.0,1.1860108264779847
MI,143878.0,3844962.0,3.7419875671072953
MN,105740.0,2182970.0,4.8438595124990265
MO,134583.0,1946604.0,6.913732839344829
MP,75.0,15196.0,0.4935509344564359
MS,100703.0,805358.0,12.504128598710137
MT,15347.0,372720.0,4.117568147671173
NC,221258.0,3216686.0,6.878445704678667
ND,24308.0,648406.0,3.748885729003124
NE,48259.0,663598.0,7.272324509718232
NH,8731.0,469392.0,1.8600657872311417
NJ,215057.0,3764402.0,5.712912701672138
NM,30947.0,960934.0,3.2205125430050345
NV,82916.0,1063694.0,7.795098966432075
NY,466908.0,11393383.0,4.098062884395267
OH,161299.0,3427972.0,4.705376823381288
OK,93346.0,1280061.0,7.292308725912281
OR,35340.0,1141677.0,3.0954464353753295
PA,165243.0,2117235.0,7.804660323487946
PR,25635.0,331607.0,7.730536448265567
RI,25596.0,828014.0,3.091252080278836
SC,152970.0,1403136.0,10.90200807334428
SD,24876.0,201477.0,12.346818743578671
TN,205375.0,3040282.0,6.755129951761053
TX,773435.0,6872748.0,11.25364992285473
UT,79439.0,1117631.0,7.1078021278937324
VA,153182.0,2154168.0,7.110958848149263
VI,1322.0,21477.0,6.155422079433813
VT,1825.0,306090.0,0.5962298670325722
WA,92853.0,1951407.0,4.758259040784418
WI,143730.0,2511073.0,5.723847932736324
WV,16936.0,599553.0,2.8247711211519246
WY,6770.0,198508.0,3.4104418965482495
AK,8643.0,479374.0,1.8029763816977975
AL,159713.0,1167513.0,13.679762024063116
AR,87430.0,1079144.0,8.101791790530271
AS,0.0,1616.0,0.0
AZ,221070.0,2273690.0,9.722961353570629
CA,826784.0,15301681.0,5.403223345199786
CO,73537.0,1444262.0,5.091666193529982
CT,59120.0,1726721.0,3.4238304856430193
DC,15547.0,401568.0,3.8715734321459876
DE,21363.0,448345.0,4.764857420067136
FL,709157.0,8307712.0,8.536128840287194
GA,323714.0,3032757.0,10.673918154339434
GU,2753.0,52365.0,5.257328368184856
HI,12991.0,431404.0,3.011330446634709
IA,89460.0,788014.0,11.352590182407926
ID,43964.0,318167.0,13.817900662230842
IL,306133.0,5927695.0,5.164452624502442
IN,125976.0,2226835.0,5.65717711460436
KS,62708.0,541106.0,11.588856896800257
KY,73158.0,1453778.0,5.032267650218946
LA,169937.0,2391020.0,7.1073014863949275
MA,135462.0,4371050.0,3.09907230528134
MD,127791.0,2734800.0,4.672773146116717
ME,5545.0,466682.0,1.1881752456704995
MI,142726.0,3818827.0,3.737430368016147
MN,104799.0,2169786.0,4.8299233196269125
MO,133418.0,1930086.0,6.91254172093886
MP,75.0,15196.0,0.4935509344564359
MS,100703.0,805358.0,12.504128598710137
MT,14847.0,369975.0,4.012973849584432
NC,219754.0,3193916.0,6.88039384880504
ND,23806.0,642669.0,3.704239663030269
NE,47807.0,655531.0,7.292866393808989
NH,8680.0,465878.0,1.863148721339063
NJ,214337.0,3763682.0,5.694875390641398
NM,30632.0,954596.0,3.2088967479436326
NV,82437.0,1056059.0,7.8060979547544225
NY,465515.0,11297024.0,4.120687005710531
OH,159964.0,3388186.0,4.72122840953832
OK,91982.0,1249056.0,7.364121384469552
OR,35049.0,1133099.0,3.0931983877842977
PA,164207.0,2105159.0,7.800218415806122
PR,25397.0,331369.0,7.664265516689853
RI,25419.0,820305.0,3.098725474061477
SC,152159.0,1389106.0,10.953735712033495
SD,24598.0,200443.0,12.27181792329989
TN,203699.0,3014664.0,6.75693875005639
TX,769303.0,6802887.0,11.308478297522802
UT,78723.0,1106862.0,7.112268738108273
VA,152557.0,2139991.0,7.1288617568952395
VI,1322.0,21477.0,6.155422079433813
VT,1821.0,305188.0,0.5966813898318413
WA,92601.0,1935899.0,4.783359049206596
WI,141655.0,2487949.0,5.693645649488796
WV,16742.0,596531.0,2.8065599273130815
WY,6629.0,192573.0,3.4423309602072982
AK,8447.0,476818.0,1.7715354705569002
AL,159169.0,1162518.0,13.691744988034593
AR,87013.0,1072343.0,8.114288058951287
AS,0.0,1616.0,0.0
AZ,220754.0,2266217.0,9.741079517098319
CA,823729.0,15160287.0,5.433465738478434
CO,73076.0,1430540.0,5.108280789072658
CT,58297.0,1676410.0,3.477490590010797
DC,15519.0,399825.0,3.8814481335584317
DE,21243.0,442920.0,4.796125711189379
FL,707751.0,8272347.0,8.555625144834954
GA,322925.0,3018618.0,10.697776267152717
GU,2699.0,51756.0,5.214854316407759
HI,12921.0,427843.0,3.0200330495064778
IA,89096.0,785567.0,11.341616946740379
ID,43702.0,316370.0,13.813572715491354
IL,304280.0,5889157.0,5.1667836330395
IN,125146.0,2220593.0,5.635701814785509
KS,61111.0,531117.0,11.506127651722691
KY,72617.0,1434524.0,5.06209725316551
LA,169719.0,2383670.0,7.12007115078849
MA,134947.0,4334501.0,3.1133226177592297
MD,127290.0,2715230.0,4.688000648195549
ME,5519.0,449341.0,1.2282431382847325
MI,141271.0,3764274.0,3.752941470254291
MN,103826.0,2146411.0,4.837191013277513
MO,132431.0,1916747.0,6.909153894593288
MP,73.0,15185.0,0.48073756997036554
MS,100488.0,739331.0,13.59174713355723
MT,14635.0,357413.0,4.094702766827172
NC,217496.0,3160968.0,6.880677058420079
ND,23495.0,638320.0,3.6807557338012282
NE,47403.0,649868.0,7.294250524721943
NH,8645.0,465878.0,1.8556360248820507
NJ,213758.0,3739650.0,5.715989464254676
NM,30477.0,947945.0,3.2150599454609705
NV,82100.0,1053674.0,7.79178379650632
NY,464582.0,11220620.0,4.140430742686233
OH,158907.0,3356675.0,4.734059746624263
OK,91317.0,1248391.0,7.31477557912545
OR,34770.0,1127409.0,3.0840626604896717
PA,163535.0,2095170.0,7.805333218784156
PR,25034.0,331006.0,7.56300490021329
RI,25369.0,818752.0,3.0984962479480966
SC,151582.0,1378086.0,10.999458669487971
SD,24418.0,199775.0,12.222750594418722
TN,201210.0,2970388.0,6.773862539169967
TX,765894.0,6782763.0,11.29177003530862
UT,77618.0,1099329.0,7.06048871629876
VA,151870.0,2113878.0,7.184425969710645
VI,1327.0,21239.0,6.247940110174679
VT,1788.0,300650.0,0.5947114585065691
WA,92198.0,1922956.0,4.794597484289812
WI,139928.0,2466174.0,5.673890001273228
WV,16628.0,590079.0,2.8179277689936435
WY,6504.0,186034.0,3.49613511508649
AK,8306.0,473256.0,1.7550754771202055
AL,158380.0,1156045.0,13.700158730845253
AR,86525.0,1064738.0,8.126412319274788
AS,0.0,1616.0,0.0
AZ,220399.0,2255630.0,9.771061743282365
CA,819436.0,14998888.0,5.463311680172557
CO,72555.0,1414336.0,5.129969116249604
CT,58297.0,1676410.0,3.477490590010797
DC,15473.0,397549.0,3.892098835615233
DE,21125.0,438318.0,4.819560227962347
FL,705965.0,8222917.0,8.585335349973738
GA,322078.0,3001381.0,10.73099349932581
GU,2699.0,51756.0,5.214854316407759
HI,12788.0,422861.0,3.0241616039313155
IA,88470.0,781309.0,11.32330486401667
ID,43238.0,314442.0,13.750707602673943
IL,302827.0,5837501.0,5.187613672357401
IN,124059.0,2212210.0,5.607921490274431
KS,61111.0,531117.0,11.506127651722691
KY,72001.0,1434524.0,5.019156180029055
LA,168826.0,2357449.0,7.161385039506688
MA,134303.0,4265786.0,3.1483764070677713
MD,126819.0,2688866.0,4.716449239196003
ME,5486.0,449308.0,1.2209887204323093
MI,141271.0,3764274.0,3.752941470254291
MN,102787.0,2116038.0,4.857521462279978
MO,131105.0,1898178.0,6.906886498526482
MP,73.0,15185.0,0.48073756997036554
MS,100167.0,739010.0,13.554214421996996
MT,14356.0,354783.0,4.046417105667408
NC,216886.0,3136266.0,6.915421077166287
ND,23084.0,632299.0,3.650804445365247
NE,46977.0,644632.0,7.28741359411261
NH,8597.0,461049.0,1.8646608061182217
NJ,213057.0,3678555.0,5.791866643287921
NM,30296.0,941512.0,3.217802853282805
NV,81708.0,1048907.0,7.789823120638912
NY,463360.0,11110291.0,4.170547828135194
OH,157966.0,3318775.0,4.759768287997831
OK,90748.0,1247822.0,7.272511624254101
OR,34511.0,1120616.0,3.0796454806999005
PA,161284.0,2066255.0,7.805619345143751
PR,24804.0,330776.0,7.498730258543546
RI,25245.0,809951.0,3.1168552171674584
SC,150891.0,1339758.0,11.262556372120935
SD,23986.0,198019.0,12.112979057565184
TN,199595.0,2936962.0,6.795968078579158
TX,763010.0,6755155.0,11.295225646191687
UT,76225.0,1089734.0,6.994826260353444
VA,150803.0,2113878.0,7.13395001982139
VI,1326.0,21011.0,6.310979962876588
VT,1782.0,296511.0,0.6009895079777816
WA,91570.0,1905759.0,4.8049097498686875
WI,138002.0,2440309.0,5.655103513530459
WV,16468.0,582705.0,2.8261298598776396
WY,6365.0,185362.0,3.433821387339368
AK,8167.0,469290.0,1.7402885209571906
AL,156698.0,1145601.0,13.678235266903574
AR,85779.0,1054260.0,8.136417961413693
AS,0.0,1616.0,0.0
AZ,219763.0,2236164.0,9.82767811305432
CA,817277.0,14868431.0,5.4967265880307075
CO,71898.0,1396346.0,5.149010345573375
CT,58297.0,1676410.0,3.477490590010797
DC,15423.0,394118.0,3.9132950030194
DE,20937.0,433551.0,4.829189645508833
FL,703212.0,8164667.0,8.612868105949698
GA,320634.0,2970013.0,10.795710321806672
GU,2617.0,51118.0,5.119527368050393
HI,12694.0,419196.0,3.0281777497876887
IA,87559.0,775992.0,11.28349261332591
ID,42561.0,311337.0,13.670395744803862
IL,300385.0,5765867.0,5.20971087262332
IN,122640.0,2186481.0,5.609012838437654
KS,61111.0,531117.0,11.506127651722691
KY,70727.0,1422520.0,4.971951185220594
LA,168826.0,2357449.0,7.161385039506688
MA,133631.0,4200018.0,3.181676840432589
MD,126222.0,2660800.0,4.743761274804569
ME,5468.0,449290.0,1.2170313160764763
MI,139996.0,3723748.0,3.7595454901889176
MN,101366.0,2086963.0,4.857105756067549
MO,129397.0,1875678.0,6.898678771089707
MP,73.0,15185.0,0.48073756997036554
MS,99558.0,738401.0,13.482917818366985
MT,13855.0,353362.0,3.920908303665929
NC,214684.0,3099704.0,6.925951639253296
ND,22641.0,626450.0,3.6141751137361324
NE,46185.0,634687.0,7.276815186068093
NH,8534.0,455869.0,1.8720290258824355
NJ,212012.0,3677510.0,5.765096491919804
NM,30000.0,935401.0,3.207180663693966
NV,81182.0,1041566.0,7.794225233926606
NY,461629.0,10976024.0,4.205794375085185
OH,156809.0,3271748.0,4.792820229430873
OK,89559.0,1230160.0,7.280272484880015
OR,34163.0,1110713.0,3.075772049125202
PA,161284.0,2066255.0,7.805619345143751
PR,24505.0,330477.0,7.415039473246248
RI,25076.0,797014.0,3.146243353316253
SC,149185.0,1338052.0,11.149417212485016
SD,23522.0,196261.0,11.985060709972945
TN,198403.0,2919014.0,6.796918411491003
TX,756004.0,6699098.0,11.28516107690916
UT,75157.0,1078399.0,6.9693128424636885
VA,149687.0,2094361.0,7.147144164735687
VI,1326.0,21011.0,6.310979962876588
VT,1773.0,291452.0,0.6083334477032238
WA,90990.0,1884074.0,4.8294281434805635
WI,134948.0,2411834.0,5.59524411713244
WV,16307.0,576499.0,2.828625895274753
WY,6214.0,184586.0,3.3664524936885787
AK,8026.0,462323.0,1.7360157292628746
AL,155744.0,1138732.0,13.676967012431371
AR,84821.0,1042616.0,8.135401720288197
AS,0.0,1571.0,0.0
AZ,219212.0,2216176.0,9.891452664409325
CA,813687.0,14771851.0,5.508361815997196
CO,71218.0,1376920.0,5.172268541382215
CT,57742.0,1604380.0,3.599022675426021
DC,15358.0,390180.0,3.9361320416218155
DE,20787.0,431545.0,4.81687888864429
FL,700602.0,8094054.0,8.655761377425948
GA,319334.0,2954392.0,10.808789084183818
GU,2550.0,50548.0,5.044709978634169
HI,12589.0,415967.0,3.0264420014087654
IA,86634.0,770943.0,11.237406656523245
ID,42048.0,309156.0,13.600900516244227
IL,297929.0,5692926.0,5.2333193861996445
IN,121176.0,2159880.0,5.610311683982443
KS,59749.0,521450.0,11.458241442132515
KY,69728.0,1399762.0,4.981418269677274
LA,168009.0,2334745.0,7.1960321148562265
MA,132870.0,4125104.0,3.2210097006039122
MD,125510.0,2629898.0,4.772428436388028
ME,5431.0,442391.0,1.2276470362190912
MI,139012.0,3683581.0,3.7738276964725355
MN,100200.0,2055888.0,4.873806355210012
MO,127912.0,1855986.0,6.891862330858099
MP,70.0,15182.0,0.46107232248715585
MS,98886.0,737729.0,13.404109096971922
MT,13500.0,348709.0,3.87142287695471
NC,212909.0,3063661.0,6.94949604411193
ND,22170.0,619331.0,3.5796690299694345
NE,45564.0,624954.0,7.2907766011578445
NH,8317.0,450814.0,1.8448850301898343
NJ,211174.0,3618931.0,5.8352590861776585
NM,29661.0,928389.0,3.1948892113112066
NV,80410.0,1032653.0,7.7867395920991855
NY,460031.0,10856531.0,4.237366429479177
OH,155314.0,3240197.0,4.79335052776112
OK,88369.0,1215441.0,7.270529791244494
OR,33862.0,1098803.0,3.081717104885953
PA,160123.0,2049762.0,7.8117849779632955
PR,24176.0,330148.0,7.322776451773144
RI,24914.0,786200.0,3.168913762401425
SC,148323.0,1316454.0,11.266857786143685
SD,23136.0,195003.0,11.864432854879157
TN,197432.0,2902732.0,6.801592430854794
TX,752501.0,6648792.0,11.317860447431654
UT,74050.0,1066905.0,6.940636701487011
VA,148721.0,2074236.0,7.169917020049792
VI,1323.0,20771.0,6.369457416590439
VT,1759.0,286326.0,0.614334709387202
WA,90372.0,1868089.0,4.837671010321243
WI,132123.0,2379952.0,5.551498517617162
WV,16024.0,566588.0,2.828157320663339
WY,6083.0,181814.0,3.345726951719889
AK,7889.0,457207.0,1.7254766440583806
AL,154701.0,1132039.0,13.665695263149061
AR,83697.0,1029717.0,8.128155600033796
AS,0.0,1571.0,0.0
AZ,218507.0,2193467.0,9.961718138453872
CA,810625.0,14705202.0,5.512505030532733
CO,70536.0,1357159.0,5.197327652839498
CT,57550.0,1593993.0,3.610429907785041
DC,15326.0,387860.0,3.95142577218584
DE,20613.0,430146.0,4.792093847205368
FL,698051.0,8034148.0,8.688550422521466
GA,318026.0,2933679.0,10.840517998049549
GU,2488.0,50114.0,4.964680528395259
HI,12469.0,411384.0,3.0309880792641426
IA,85596.0,764867.0,11.190965226634173
ID,41434.0,306706.0,13.509354235000293
IL,295763.0,5627311.0,5.255849552299491
IN,120019.0,2133262.0,5.626078747008103
KS,59749.0,521450.0,11.458241442132515
KY,68840.0,1375987.0,5.0029542430270055
LA,167458.0,2318604.0,7.222363111596461
MA,132116.0,4050617.0,3.2616265620768394
MD,124725.0,2605913.0,4.786230392188841
ME,5391.0,435100.0,1.239025511376695
MI,138014.0,3647862.0,3.7834216316297056
MN,99134.0,2030167.0,4.883046567105071
MO,126113.0,1847369.0,6.826627490230701
MP,70.0,15182.0,0.46107232248715585
MS,98190.0,737033.0,13.322334278112377
MT,13071.0,343158.0,3.8090325739163884
NC,210632.0,3034871.0,6.940393842110587
ND,21803.0,613487.0,3.5539465383944564
NE,45044.0,618352.0,7.2845240251507235
NH,8266.0,445475.0,1.8555474493518156
NJ,210458.0,3618215.0,5.8166250485391275
NM,29435.0,921009.0,3.1959513967833106
NV,79980.0,1026287.0,7.793141684538535
NY,458649.0,10747313.0,4.267569019344649
OH,153987.0,3165935.0,4.8638711786565425
OK,87199.0,1204028.0,7.242273435501501
OR,33509.0,1086859.0,3.0831046161461604
PA,158967.0,2038094.0,7.799787448469011
PR,24000.0,329972.0,7.273344404979816
RI,24748.0,769822.0,3.214769128447875
SC,147942.0,1309098.0,11.301063785904493
SD,22389.0,190769.0,11.73618355183494
TN,196139.0,2884356.0,6.800096798037412
TX,748967.0,6598829.0,11.349998613390346
UT,73042.0,1056118.0,6.916083240698483
VA,148271.0,2049988.0,7.232774045506608
VI,1318.0,20561.0,6.410194056709304
VT,1756.0,282735.0,0.6210762728349868
WA,89739.0,1854399.0,4.839249805462578
WI,129123.0,2346977.0,5.501673003186652
WV,15848.0,561568.0,2.822098125249302
WY,5948.0,178373.0,3.3345853912867978
AK,7785.0,451056.0,1.7259497712035756
AL,153554.0,1119712.0,13.713704952702125
AR,82755.0,1007905.0,8.210595244591504
AS,0.0,1571.0,0.0
AZ,218184.0,2174410.0,10.034170188694864
CA,807425.0,14613545.0,5.525182288075891
CO,70025.0,1341180.0,5.221148540837174
CT,57329.0,1581592.0,3.624765426228762
DC,15300.0,386396.0,3.9596683195478217
DE,20531.0,428230.0,4.7943861943348205
FL,696171.0,7993421.0,8.709299810431602
GA,316306.0,2910833.0,10.86651140755928
GU,2443.0,49727.0,4.912824019144529
HI,12382.0,407960.0,3.0351014805373078
IA,84476.0,758388.0,11.138889328417644
ID,40923.0,304891.0,13.42217382605587
IL,293490.0,5568765.0,5.27028883423883
IN,119066.0,2101635.0,5.665398606323172
KS,58629.0,513909.0,11.408440015644793
KY,67856.0,1362929.0,4.978689278751864
LA,166848.0,2307757.0,7.229877322439061
MA,131584.0,3988224.0,3.2993131779960203
MD,124311.0,2588690.0,4.802081361615334
ME,5337.0,428054.0,1.2468053096104696
MI,136820.0,3618084.0,3.7815595215589246
MN,98447.0,2017350.0,4.880015862393734
MO,124762.0,1826199.0,6.831785583060773
MP,70.0,14846.0,0.47150747676141724
MS,97638.0,736481.0,13.257368486084504
MT,12724.0,339926.0,3.743167630601955
NC,209137.0,3019586.0,6.926015685593985
ND,21359.0,608385.0,3.5107703181373635
NE,44578.0,611080.0,7.294953197617334
NH,8233.0,438972.0,1.875518256289695
NJ,209636.0,3571833.0,5.8691433782038525
NM,29157.0,914986.0,3.1866061338643434
NV,79595.0,1017298.0,7.82415771976353
NY,457649.0,10649353.0,4.2974347831272
OH,152907.0,3141377.0,4.867515105636796
OK,86219.0,1192403.0,7.230692978799953
OR,33291.0,1072515.0,3.1040125312932685
PA,157814.0,2024575.0,7.794919921464999
PR,23801.0,329773.0,7.217388931173868
RI,24556.0,760228.0,3.230083606496998
SC,147634.0,1300414.0,11.352846093628646
SD,21997.0,189146.0,11.629640595095852
TN,194611.0,2860481.0,6.803436205309526
TX,743284.0,6544585.0,11.357236555106244
UT,72136.0,1045019.0,6.902841000977015
VA,147516.0,2039510.0,7.2329137881157735
VI,1318.0,20373.0,6.469346684337113
VT,1753.0,280558.0,0.6248262391377184
WA,88961.0,1848463.0,4.812701146844703
WI,126664.0,2323864.0,5.450577142207978
WV,15692.0,558313.0,2.8106098192232674
WY,5821.0,174686.0,3.33226474932164
AK,7663.0,444791.0,1.7228316220427122
AL,152983.0,1116346.0,13.703905420004192
AR,82049.0,997698.0,8.223831259559505
AS,0.0,1571.0,0.0
AZ,217510.0,2155348.0,10.09164181375815
CA,805263.0,14484852.0,5.559345721999783
CO,69490.0,1326642.0,5.238037089131808
CT,57147.0,1571206.0,3.637142424354286
DC,15264.0,383048.0,3.98487917963284
DE,20389.0,424971.0,4.79773913984719
FL,692962.0,7929199.0,8.739369512607768
GA,315281.0,2898498.0,10.877392359767024
GU,2390.0,49211.0,4.856637743593912
HI,12295.0,405531.0,3.031827406536122
IA,84002.0,755316.0,11.12143791472708
ID,40501.0,303252.0,13.355559072982206
IL,292128.0,5523141.0,5.28916426359566
IN,118322.0,2071583.0,5.711670736823
KS,58629.0,513909.0,11.408440015644793
KY,66939.0,1293140.0,5.176469678457089
LA,166315.0,2289618.0,7.26387545870097
MA,131072.0,3931219.0,3.3341312198582678
MD,123880.0,2573607.0,4.813477737665464
ME,5300.0,423396.0,1.251783200597077
MI,135702.0,3593990.0,3.7758034941666505
MN,97638.0,2003115.0,4.874308264877453
MO,124686.0,1813137.0,6.876810742927865
MP,70.0,14846.0,0.47150747676141724
MS,97049.0,735892.0,13.187940621721667
MT,12413.0,337196.0,3.6812417703650104
NC,208248.0,3004533.0,6.931127067001761
ND,20940.0,603922.0,3.4673351856696724
NE,44063.0,606842.0,7.261033349702228
NH,8208.0,432396.0,1.8982599283989674
NJ,209085.0,3571282.0,5.854620273616029
NM,28985.0,909505.0,3.1868983677934697
NV,79191.0,1010266.0,7.838628638398204
NY,456460.0,10561122.0,4.322078657930474
OH,151802.0,3106176.0,4.887102340627189
OK,85194.0,1160669.0,7.340077145163694
OR,32994.0,1063982.0,3.1009923100202825
PA,156826.0,2012317.0,7.793304931578872
PR,23357.0,329329.0,7.09229979746697
RI,24424.0,753156.0,3.2428872637275674
SC,146455.0,1273928.0,11.49633260278446
SD,21738.0,188344.0,11.541647198742726
TN,193732.0,2847342.0,6.803959622693727
TX,739222.0,6486587.0,11.396162573630786
UT,71442.0,1036100.0,6.895280378341859
VA,146593.0,2027168.0,7.2314184122874865
VI,1317.0,20160.0,6.532738095238096
VT,1749.0,279263.0,0.6262913454342323
WA,88761.0,1837206.0,4.8313036208242295
WI,124217.0,2302936.0,5.393853758853915
WV,15512.0,553270.0,2.803694398756484
WY,5754.0,169450.0,3.3956919445264093
AK,7549.0,442869.0,1.704567264811942
AL,152321.0,1111239.0,13.707312288355611
AR,81242.0,940627.0,8.63700489141817
AS,0.0,1571.0,0.0
AZ,217237.0,2148819.0,10.109599738274838
CA,802308.0,14333498.0,5.597433369021296
CO,69079.0,1313403.0,5.259543338944711
CT,56587.0,1519151.0,3.7249095053750416
DC,15250.0,381159.0,4.000954982041615
DE,20260.0,420722.0,4.815531396028732
FL,692234.0,7910195.0,8.75116226591127
GA,314685.0,2886269.0,10.902829916407653
GU,2354.0,48719.0,4.831790471889817
HI,12197.0,401251.0,3.039743203132204
IA,83636.0,754623.0,11.083150129269848
ID,40296.0,301206.0,13.378219557379333
IL,290419.0,5481999.0,5.297684293630845
IN,117450.0,2066481.0,5.683575121184274
KS,56592.0,502770.0,11.25604152992422
KY,66491.0,1274688.0,5.2162568408896925
LA,166075.0,2283149.0,7.273944889273542
MA,130642.0,3881846.0,3.3654606596964434
MD,123403.0,2555705.0,4.828530679401574
ME,5288.0,421196.0,1.255472511609797
MI,134373.0,3543057.0,3.7925723464228773
MN,96734.0,1981100.0,4.8828428650749585
MO,123406.0,1699319.0,7.262085576633933
MP,70.0,14846.0,0.47150747676141724
MS,96859.0,730895.0,13.252108716026243
MT,12107.0,330307.0,3.6653779665583834
NC,207380.0,2978728.0,6.962032115721879
ND,20681.0,600067.0,3.446448479919742
NE,43596.0,601536.0,7.247446536865625
NH,8172.0,432396.0,1.8899342269586215
NJ,208466.0,3518184.0,5.925386506220255
NM,28844.0,905329.0,3.1860240862713995
NV,78728.0,1007988.0,7.810410441394143
NY,455626.0,10508186.0,4.335914876268844
OH,150809.0,3071187.0,4.910446677457283
OK,83510.0,1158985.0,7.205442693391199
OR,32820.0,1058679.0,3.1000898289283154
PA,156150.0,2001220.0,7.802740328399676
PR,22697.0,328669.0,6.905731906568614
RI,24398.0,751148.0,3.2480949160485015
SC,145887.0,1252538.0,11.64731129913823
SD,21541.0,187504.0,11.48828824985067
TN,192995.0,2832536.0,6.81350563593896
TX,735132.0,6470128.0,11.36193905282863
UT,70615.0,1029828.0,6.85697029018438
VA,146144.0,2003129.0,7.295785743204757
VI,1317.0,20160.0,6.532738095238096
VT,1746.0,271385.0,0.6433664351382722
WA,88433.0,1820623.0,4.8572933550768065
WI,122478.0,2279551.0,5.372900189554873
WV,15348.0,549723.0,2.791951582888109
WY,5633.0,165299.0,3.4077641123055793
AK,7439.0,442869.0,1.6797292201531377
AL,151591.0,1104932.0,13.71948681004804
AR,80755.0,933895.0,8.647117716659796
AS,0.0,1571.0,0.0
AZ,216826.0,2139926.0,10.132406447699594
CA,798237.0,14182730.0,5.628232364290937
CO,68510.0,1295655.0,5.28767303024339
CT,56587.0,1519151.0,3.7249095053750416
DC,15215.0,377979.0,4.0253559060159425
DE,20156.0,415613.0,4.849703931301475
FL,690387.0,7864927.0,8.778047145256403
GA,313873.0,2872355.0,10.92737492406057
GU,2354.0,48719.0,4.831790471889817
HI,12070.0,396996.0,3.0403329000795978
IA,82944.0,750898.0,11.045974286787287
ID,39757.0,298652.0,13.312149257329601
IL,288815.0,5431177.0,5.317723948234425
IN,116549.0,2058965.0,5.6605624670647625
KS,56592.0,502770.0,11.25604152992422
KY,66036.0,1274688.0,5.180561831601145
LA,165152.0,2256065.0,7.32035646136082
MA,130050.0,3780020.0,3.440457986994778
MD,122972.0,2525658.0,4.868909408954023
ME,5260.0,406419.0,1.2942308307436414
MI,134373.0,3543057.0,3.7925723464228773
MN,95659.0,1954715.0,4.89375689039067
MO,122014.0,1687509.0,7.230420697015543
MP,69.0,14845.0,0.46480296396092957
MS,96677.0,730713.0,13.230502262858332
MT,11907.0,329285.0,3.6160165206432113
NC,206090.0,2947803.0,6.991308442253434
ND,20340.0,594628.0,3.42062600482991
NE,43162.0,595287.0,7.2506202890370535
NH,8121.0,422591.0,1.9217162693952308
NJ,207706.0,3517424.0,5.905060066685166
NM,28692.0,899937.0,3.1882231756222934
NV,78355.0,1004513.0,7.800297258472513
NY,454760.0,10423416.0,4.362869140020891
OH,150009.0,3033987.0,4.944286181845868
OK,83510.0,1158985.0,7.205442693391199
OR,32581.0,1053367.0,3.093034051759738
PA,155232.0,1985524.0,7.818188045070218
PR,22164.0,328136.0,6.754516420020967
RI,24284.0,741963.0,3.272939486200795
SC,145273.0,1242797.0,11.689197833596316
SD,21133.0,186134.0,11.353648446817884
TN,190891.0,2789879.0,6.842268069690477
TX,733438.0,6446270.0,11.377711451738758
UT,69547.0,1020427.0,6.815480186235762
VA,145408.0,1993344.0,7.294676684004367
VI,1296.0,19972.0,6.4890847186060485
VT,1744.0,270136.0,0.6456007344448722
WA,87912.0,1801021.0,4.881231257159134
WI,120231.0,2251324.0,5.340457437490117
WV,15158.0,542291.0,2.795178234564099
WY,5465.0,164973.0,3.312663284295006
AK,7320.0,441332.0,1.658615282825628
AL,150658.0,1097595.0,13.726192265817538
AR,79946.0,926294.0,8.630737109384278
AS,0.0,1571.0,0.0
AZ,216367.0,2123314.0,10.190061385174308
CA,794040.0,14052247.0,5.650626551041979
CO,67926.0,1277613.0,5.316633440642824
