time,US-AL,US-AK,US-AZ,US-AR,US-CA,US-CO,US-CT,US-DE,US-DC,US-FL,US-GA,US-HI,US-ID,US-IL,US-IN,US-IA,US-KS,US-KY,US-LA,US-ME,US-MD,US-MA,US-MI,US-MN,US-MS,US-MO,US-MT,US-NE,US-NV,US-NH,US-NJ,US-NM,US-NY,US-NC,US-ND,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VT,US-VA,US-WA,US-WV,US-WI,US-WY
2019-07-07,26,0,27,37,52,63,52,26,39,50,35,32,37,40,57,47,38,37,38,37,57,50,38,55,26,23,23,41,21,36,44,56,60,49,34,43,38,42,53,39,28,39,29,59,75,10,37,61,7,53,78
2019-07-14,39,14,46,32,53,31,46,27,68,47,45,57,44,39,38,43,39,29,46,38,50,49,37,43,53,60,8,21,39,22,53,71,89,39,35,34,35,53,46,40,34,26,52,58,42,40,52,65,28,46,60
2019-07-21,40,0,35,22,53,58,39,74,47,55,56,59,26,35,35,44,41,58,72,31,50,35,44,58,47,47,23,78,36,37,51,52,57,48,45,45,27,51,44,81,21,26,28,62,50,41,43,49,14,28,21
2019-07-28,40,28,49,44,58,66,30,18,75,55,68,42,38,53,68,40,55,38,59,39,49,55,55,47,41,67,63,43,40,22,51,80,70,41,0,49,35,62,42,72,43,27,43,58,58,51,63,44,50,51,20
2019-08-04,27,27,39,54,54,62,22,36,46,67,69,25,25,34,53,18,30,38,50,8,39,61,44,61,47,52,47,43,39,44,41,36,68,43,26,38,40,62,38,61,27,40,57,55,54,51,48,52,14,51,20
2019-08-11,54,13,50,21,52,69,49,9,45,57,58,24,31,40,56,35,59,43,61,38,32,49,39,65,33,53,23,63,9,22,48,14,78,34,34,46,48,61,31,30,42,39,39,68,57,40,52,40,28,23,20
2019-08-18,38,13,40,26,53,75,35,18,78,61,57,32,31,48,55,43,43,66,53,38,36,41,28,25,40,57,39,35,38,65,31,63,58,46,25,43,51,50,36,70,50,39,30,52,49,10,45,49,63,40,20
2019-08-25,44,0,36,31,55,68,39,44,61,63,57,32,31,53,45,38,38,56,64,44,39,39,39,63,45,72,45,54,59,56,46,21,44,55,8,54,59,66,41,19,48,63,39,60,62,59,70,53,48,28,78
2019-09-01,43,39,26,46,57,71,43,17,59,44,48,54,6,40,56,49,75,35,55,21,50,43,23,54,69,52,51,53,33,34,31,34,68,46,25,50,50,40,48,66,30,49,46,67,50,76,56,43,20,33,57
2019-09-08,51,13,25,41,63,53,43,59,91,58,50,100,65,53,43,73,51,35,47,36,61,65,37,45,62,38,51,79,65,21,62,34,63,56,16,58,49,83,54,38,47,12,59,72,57,38,56,55,33,42,19
2019-09-15,74,13,55,61,57,56,34,34,49,69,43,39,36,50,36,77,61,46,84,21,52,65,48,43,69,56,15,39,41,34,56,82,85,56,49,55,62,88,53,19,57,37,49,78,100,38,72,56,53,61,38
